Links, Link Text, Paragraph Content <p>, Heading H1, Heading H2, Heading H3, Heading H4
https://pec.ac.in/tnp/placement-information,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | 2015- 2016 Placed Students | 2016- 2017 Placed Students | 2017- 2018 Placed Students | Highlights of AY 2018-19 | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | Year | Highest Package (LPA) | Median Package (LPA) | Lowest Package (LPA) | 2015 - 2016 | 27.00 | 5.80 | 3.13 | 2016 - 2017 | 27.00 | 6.30 | 3.25 | 2017 - 2018 | 34.00 | 6.50 | 3.25 | 2018 - 2019 | 42.00 | * | * | *Placement Session still in Process | Year | PPO’s | 2015 - 2016 | 26 | 2016 - 2017 | 46 | 2017 - 2018 | 66 | 2018 - 2019 | 83 | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/placement-information#main-content,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | 2015- 2016 Placed Students | 2016- 2017 Placed Students | 2017- 2018 Placed Students | Highlights of AY 2018-19 | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | Year | Highest Package (LPA) | Median Package (LPA) | Lowest Package (LPA) | 2015 - 2016 | 27.00 | 5.80 | 3.13 | 2016 - 2017 | 27.00 | 6.30 | 3.25 | 2017 - 2018 | 34.00 | 6.50 | 3.25 | 2018 - 2019 | 42.00 | * | * | *Placement Session still in Process | Year | PPO’s | 2015 - 2016 | 26 | 2016 - 2017 | 46 | 2017 - 2018 | 66 | 2018 - 2019 | 83 | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/placement-information#,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | 2015- 2016 Placed Students | 2016- 2017 Placed Students | 2017- 2018 Placed Students | Highlights of AY 2018-19 | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | Year | Highest Package (LPA) | Median Package (LPA) | Lowest Package (LPA) | 2015 - 2016 | 27.00 | 5.80 | 3.13 | 2016 - 2017 | 27.00 | 6.30 | 3.25 | 2017 - 2018 | 34.00 | 6.50 | 3.25 | 2018 - 2019 | 42.00 | * | * | *Placement Session still in Process | Year | PPO’s | 2015 - 2016 | 26 | 2016 - 2017 | 46 | 2017 - 2018 | 66 | 2018 - 2019 | 83 | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/placement-information#0,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | 2015- 2016 Placed Students | 2016- 2017 Placed Students | 2017- 2018 Placed Students | Highlights of AY 2018-19 | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | Year | Highest Package (LPA) | Median Package (LPA) | Lowest Package (LPA) | 2015 - 2016 | 27.00 | 5.80 | 3.13 | 2016 - 2017 | 27.00 | 6.30 | 3.25 | 2017 - 2018 | 34.00 | 6.50 | 3.25 | 2018 - 2019 | 42.00 | * | * | *Placement Session still in Process | Year | PPO’s | 2015 - 2016 | 26 | 2016 - 2017 | 46 | 2017 - 2018 | 66 | 2018 - 2019 | 83 | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
http://pec.ac.in/tnp/placement-highlights-2019,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | No. of Companies Visited | No. of Companies Core Vs. Non Core | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/why-recruit-pec,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | With the number of college graduates rising every year employers must be strategic in selecting where to recruit. Punjab Engineering College is on the short list of technological institutes targeted by many elite companies because interns and full-time hires from PEC have been success within their organisations. The academic and leadership credentials of our students the calibre of our accomplished faculty the immaculate academic offerings based on IIT’s Academic Model and the variety of extracurricular education available to our students come together to provide a unique and spectacular University. | The Punjab Engineering College Chandigarh was originally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9 1921. The name of the Institute was later changed to Maclagan Engineering College and its started functioning under the name on March 19 1924. In the year 1931 the college got affiliated to Punjab University Lahore. After partition in 1947 the Institute was shifted to Roorkee (India) and was renamed as East Punjab College of Engineering. In the year 1950 the word East was dropped and it came to know by the name Punjab Engineering College. Towards the end of December 1953 the Institute shifted to its present campus in Chandigarh to function under Govt. of Punjab. In 1966 with the formation of Union Territory of Chandigarh the institute came under control of Govt. of India through Chandigarh Administration. In October 2003 the Govt. of India notified the Punjab Engineering College as a Deemed to be University and thereafter it became known as Punjab Engineering College (Deemed University). | PEC holds the pride of being one of the first ever technological institutions in India and has a glorious past which is about a century old. In addition PEC has been nationally recognised as one of the finest technological universities in the country. | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/why-recruit-pec#main-content,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | With the number of college graduates rising every year employers must be strategic in selecting where to recruit. Punjab Engineering College is on the short list of technological institutes targeted by many elite companies because interns and full-time hires from PEC have been success within their organisations. The academic and leadership credentials of our students the calibre of our accomplished faculty the immaculate academic offerings based on IIT’s Academic Model and the variety of extracurricular education available to our students come together to provide a unique and spectacular University. | The Punjab Engineering College Chandigarh was originally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9 1921. The name of the Institute was later changed to Maclagan Engineering College and its started functioning under the name on March 19 1924. In the year 1931 the college got affiliated to Punjab University Lahore. After partition in 1947 the Institute was shifted to Roorkee (India) and was renamed as East Punjab College of Engineering. In the year 1950 the word East was dropped and it came to know by the name Punjab Engineering College. Towards the end of December 1953 the Institute shifted to its present campus in Chandigarh to function under Govt. of Punjab. In 1966 with the formation of Union Territory of Chandigarh the institute came under control of Govt. of India through Chandigarh Administration. In October 2003 the Govt. of India notified the Punjab Engineering College as a Deemed to be University and thereafter it became known as Punjab Engineering College (Deemed University). | PEC holds the pride of being one of the first ever technological institutions in India and has a glorious past which is about a century old. In addition PEC has been nationally recognised as one of the finest technological universities in the country. | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/why-recruit-pec#,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | With the number of college graduates rising every year employers must be strategic in selecting where to recruit. Punjab Engineering College is on the short list of technological institutes targeted by many elite companies because interns and full-time hires from PEC have been success within their organisations. The academic and leadership credentials of our students the calibre of our accomplished faculty the immaculate academic offerings based on IIT’s Academic Model and the variety of extracurricular education available to our students come together to provide a unique and spectacular University. | The Punjab Engineering College Chandigarh was originally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9 1921. The name of the Institute was later changed to Maclagan Engineering College and its started functioning under the name on March 19 1924. In the year 1931 the college got affiliated to Punjab University Lahore. After partition in 1947 the Institute was shifted to Roorkee (India) and was renamed as East Punjab College of Engineering. In the year 1950 the word East was dropped and it came to know by the name Punjab Engineering College. Towards the end of December 1953 the Institute shifted to its present campus in Chandigarh to function under Govt. of Punjab. In 1966 with the formation of Union Territory of Chandigarh the institute came under control of Govt. of India through Chandigarh Administration. In October 2003 the Govt. of India notified the Punjab Engineering College as a Deemed to be University and thereafter it became known as Punjab Engineering College (Deemed University). | PEC holds the pride of being one of the first ever technological institutions in India and has a glorious past which is about a century old. In addition PEC has been nationally recognised as one of the finest technological universities in the country. | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/academic-excellence,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | The institute provides one of the best academic experiences in the country and ensures that its students are also of exceptional high quality. Admission to PEC is granted through stringent entrance examination to ensure that only the best students from across the country secure admission. We follow the Merit Based Intake Policy wherein only the top merit students finally get admission in the institute. | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/faculty,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | PEC faculty are highly distinguished individuals. Most of the faculty members have had the opportunity to earn degree from highly rated institutions across the country. For the faculty  teaching is more of a passion than profession. They not only create well-educated students but make them also acquire awareness about the changing world scenario in the field of Engineering & Technology . The faculty members of PEC have constantly been in headlines for their noteworthy achievements and contributions in research. Most of them have industrial experience which has proved to be a great benefit for our students. They are dedicated to the noble task of imparting state of the art knowledge to the young budding minds. | Unremitting innovation is the key to learning which is absolute in its nature. Our faculty through their astute business acumen gathered through years of erudition engages in projects ranging from social entrepreneurship to industry inclinations. Following is a list of some of the Projects in progress of our faculty’s engagements. | On-Going In-house Projects | Ongoing “Research Initiation Project Award (RIPA)” Projects | On-Going Sponsored Projects | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
https://pec.ac.in/tnp/sponsored-research-and-consultancy,Skip to main content | Alumni | Webmail | Jobs | Tenders | Office Orders | NIRF | RTI | Placements | Contact Us | Home | Institute | History | Vision & Mission | Campus | Location | News and Events | Tenders & Quotations | Balance Sheets | Rules Guidelines & Forms | Faculty Affairs | IQAC Reports | Administration | Board Of Governors | Chairman Board of Governors | Director | Senate Members | Building & Works Committee | Finance Committee | Grievance Redressal Committee | Institute Functionaries | Minutes of Meetings | Programmes | Undergraduate | Postgraduate | Doctorate | Academic Support for Students | Accreditation | Scholarships | IQAC Reports | E-Academic Portal | Admissions | Academic Units | Departments | Centres | Research | Overview | Research Groups | Sponsored Research | In-House Projects | Consultancy | Courses and Conferences | Young Research Fellows Programme | Norms and Forms | Contacts | Campus Life | Students | Facilities | Online Fee Payment | -A | A | +A | About the Centre | Invitation | Message from the Director | Message from the Head | Placement Procedure | Placement Policy | Placement Statistics | Why Recruit @ PEC? | Academic Excellence | Faculty | Research & Consultancy | Industry Experience | Alumni Network | Technical Societies | Student Activities | Training and Placement Portal | Downloads | Facilities for Recruiters | Past Recruiters | How to Reach PEC | Testimonials from Companies | Student Placement Committee | Important Links | FAQ's | Contact Us | Quick Links | Alumni | Central Library | TEQIP III | Admissions | Placement | Tenders | Close modal | Click for more information | Overview | Research Groups | Sponsored Research | Consultancy | Collaborations | In-House Projects | Time Tables | Examination | Academic Calendar | Undergraduate Programme | Postgraduate Programme | PhD Programme | Library | Computer Centre | Sports | Hostels | Medical Facility | Workshops | E-Notices | Multimedia | Brochure & Prospectus | CRIKC | Sexual Harassment Complaints | Website Credits | Web Editor | Anti-Ragging | Privacy Statement | Report Copyright Infringement,Quick Links | RESEARCH & CONSULTANCY | Copyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012,,,Career Development & Guidance Centre | Research | Academics | Facilities | Information,
